Zeitstempel,Age,Gender,City,Seniority level,Position (without seniority),Years of experience,Your main technology / programming language,Yearly brutto salary (without bonus and stocks),Yearly bonus,Yearly stocks,Yearly brutto salary (without bonus and stocks) one year ago. Only answer if staying in same country,Yearly bonus one year ago. Only answer if staying in same country,Yearly stocks one year ago. Only answer if staying in same country,Number of vacation days,Number of home office days per month,Main language at work,Company name ,Company size,Company type,Сontract duration,Company business sector,0,Timestamp,Position ,Total years of experience,Years of experience in Germany,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Employment status,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
,35.0,Male,Berlin,Lead,,,Scala,,,,,,,30,,English,,11-50,Product,Unlimited contract,,,24/11/2020 13:01:17,ML Engineer,10,2,"Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,4000,80000.0,,Full-time employee,No,,
,29.0,Male,Berlin,Senior,,,Python,,,,,,,30,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 13:02:04,Software Engineer,7,5,Javascript / Typescript,64000.0,,60000.0,,Full-time employee,No,,
,32.0,Female,Berlin,Senior,,,,,,,,,,30,,English,,51-100,Consulting / Agency,Unlimited contract,,,24/11/2020 13:05:17,Product Manager,10,"4,5",,60000.0,6000,54000.0,5400,Full-time employee,No,0.0,
,30.0,Female,Munich,Senior,,,Swift,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:05:30,Mobile Developer,10,3.5,"Kotlin, Javascript / Typescript",65000.0,5000,65000.0,5000,Full-time employee,No,,
,25.0,Male,Berlin,Middle,,,Java,,,,,,,28,,English,,1000+,Big commercial,Unlimited contract,,,24/11/2020 13:05:53,Software Engineer,6,1,,61500.0,26000,,,Full-time employee,No,,
,43.0,Male,Berlin,Senior,,,Python,,,,,,,27,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:07:04,Software Engineer,20,4,"SQL, AWS, Docker",79000.0,,80000.0,,Full-time employee,No,,500
,38.0,Male,Berlin,Senior,,,Python,,,,,,,26,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:07:24,Software Engineer,16,1,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,,65000.0,,Full-time employee,No,,
,26.0,Male,Berlin,Middle,,,Scala,,,,,,,28,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:09:38,Software Engineer,5,2,"Java / Scala, SQL, Google Cloud, Docker",63000.0,10300,56500.0,,Full-time employee,No,,850
,25.0,Female,Munich,Middle,,,--,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:09:51,Product Manager,3,0.5,,62000.0,,,,Full-time employee,No,0.0,
,34.0,Male,Munich,Lead,,,python,,,,,,,30,,English,,11-50,Product,Unlimited contract,,,24/11/2020 13:11:21,Software Engineer,12,5,"Python, Javascript / Typescript, SQL, AWS, Docker",95000.0,,85000.0,10000,Full-time employee,No,,1500
,34.0,Male,Munich,Senior,,,,,,,,,,28,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 13:14:01,Designer (UI/UX),11,1,,60000.0,,,,Full-time employee,No,,
,27.0,Male,Berlin,Middle,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:14:33,Backend Developer,5,1,"AWS, Docker",65000.0,,,,Full-time employee,No,,
,30.0,Male,Berlin,Senior,,,Swift,,,,,,,28,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 13:16:52,Mobile Developer,3,2,"Kotlin, .NET, Java / Scala, Dart",58000.0,,52000.0,,Full-time employee,No,0.0,
,34.0,Male,Berlin,Middle,,,Python,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:21:22,Data Scientist,5,5,"C/C++, SQL, AWS, Docker",65000.0,5000,60000.0,2000,Full-time employee,No,,
,36.0,Female,Berlin,Lead,,,Java,,,,,,,30,,English,,11-50,Product,Unlimited contract,,,24/11/2020 13:23:32,QA Engineer,14,7,Kotlin,69000.0,6900,63000.0,6300,Full-time employee,No,,
,27.0,Male,Berlin,Middle,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:25:44,Backend Developer,5,1,"AWS, Docker",65000.0,,,,Full-time employee,No,,
,45.0,Male,Berlin,Lead,,,SWIFT,,,,,,,28,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:25:57,Mobile Developer,10,4,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",77000.0,2000,66000.0,2000,Full-time employee,No,,
,35.0,Male,Berlin,Senior,,,"Java, angular, Aws",,,,,,,30,,English,,51-100,Product,Unlimited contract,,,24/11/2020 13:29:21,Backend Developer,6,2,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",74000.0,2000,,,Full-time employee,No,32.0,
,36.0,Male,Berlin,Lead,,,"Swift, objective-c",,,,,,,26,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:32:34,Engineering Manager,7,1,"Kotlin, Swift, Go, AWS, Kubernetes, Docker",80000.0,95000,,,Full-time employee,No,,1600
,32.0,Male,Stuttgart,Senior,,,Java,,,,,,,30,,German,,1000+,Consulting / Agency,Unlimited contract,,,24/11/2020 13:33:08,QA Engineer,9,9,"R, SQL, Perl, Docker",60000.0,4700,67000.0,5000,Full-time employee,No,40.0,50
,33.0,Male,Boeblingen,Senior,,,Golang,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:35:41,DevOps,14,4,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",70000.0,,,,Full-time employee,No,,
,30.0,Male,Berlin,Middle,,,PHP,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:36:54,Backend Developer,10,2,"Kotlin, Java / Scala, SQL, AWS, Docker",56000.0,,,,Full-time employee,No,,
,35.0,Male,Berlin,Senior,,,go,,,,,,,28,,English,,51-100,Startup,Unlimited contract,,,24/11/2020 13:37:05,Software Engineer,15,4,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",70000.0,,,,Full-time employee,Yes,,
,24.0,Male,Boeblingen,Junior,,,Java,,,,,,,30,,English,,11-50,Product,Unlimited contract,,,24/11/2020 13:37:57,C/C++/Java developer,0.8,0.8,C/C++,48000.0,101,48000.0,101,Full-time employee,No,40.0,250
,25.0,Male,Stuttgart,Middle,,,Java,,,,,,,30,,German,,101-1000,Consulting / Agency,Unlimited contract,,,24/11/2020 13:40:28,Backend Developer,4,2,"Javascript / Typescript, .NET",60000.0,,50000.0,,Full-time employee,No,,
,29.0,Male,Berlin,Senior,,,Kotlin,,,,,,,26,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:40:53,Mobile Developer,8,4,"Kotlin, Javascript / Typescript, Dart",65000.0,,52000.0,,Full-time employee,No,,
,32.0,Male,Berlin,Lead,,,DevOps,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:41:26,DevOps Manager,10,3,"Python, AWS, Azure, Kubernetes, Docker",100000.0,,,,Full-time employee,No,,
,32.0,Male,Düsseldorf,Senior,,,.net,,,,,,,30,,English,,1000+,Consulting / Agency,Unlimited contract,,,24/11/2020 13:42:43,Software Engineer,11,7,"Javascript / Typescript, Java / Scala, Go",60000.0,62000,47000.0,49000,Full-time employee,No,,
,24.0,Male,Munich,Middle,,,Node.js,,,,,,,28,,English,,1000+,Consulting / Agency,Unlimited contract,,,24/11/2020 13:50:23,Software Engineer,3,2,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",58000.0,18000,,,Full-time employee,No,,
,24.0,Female,Stuttgart,Middle,,,iOS,,,,,,,30,,English,,11-50,Consulting / Agency,Unlimited contract,,,24/11/2020 13:51:23,Software Engineer,2,1,"Swift, Flutter",55200.0,2000,,,Full-time employee,No,20.0,
,56.0,Male,Ingolstadt,Senior,,,R,,,,,,,30,,German,,1000+,Product,Temporary contract,,,24/11/2020 13:53:01,Software Engineer,9,9,"R, SQL",75000.0,,,,Full-time employee,No,,
,53.0,Male,Stuttgart,Senior,,,"Java, Javascript",,,,,,,,,German,,101-1000,Product,Unlimited contract,,,24/11/2020 13:54:47,Frontend Developer,15,15,Javascript / Typescript,50000.0,,,,Full-time employee,No,0.0,
,25.0,Male,Munich,Middle,,,Python,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:55:19,ML Engineer,1,1,"Python, C/C++, Swift, Matlab ",65000.0,2000,,,Full-time employee,No,,
,32.0,Male,Berlin,Lead,,,,,,,,,,365,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:55:19,Engineering Manager,9,5,"PHP, Javascript / Typescript, .NET, SQL, Google Cloud, Kubernetes, Docker",95000.0,140000,,,Full-time employee,No,,400
,28.0,Male,Stuttgart,Senior,,,C++,,,,,,,30,,English,,1000+,Outsorce,Unlimited contract,,,24/11/2020 13:55:55,Software Engineer,8,1,Python,67200.0,,,,Full-time employee,No,,
,32.0,Male,Berlin,Senior,,,Ruby,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 13:56:32,Backend Developer,,3,"Javascript / Typescript, Go, AWS, Docker",72000.0,,,,Full-time employee,No,,400
,30.0,Male,Munich,Senior,,,C++,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 13:58:11,Software Engineer,7,5,,100000.0,75000,97000.0,70000,Full-time employee,No,,
,26.0,Female,Berlin,Senior,,,.NET,,,,,,,27,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:00:19,Software Engineer,6,4,".NET, SQL, Azure, Docker",65000.0,1000,56000.0,1000,Full-time employee,No,,
,31.0,Female,Stuttgart,Middle,,,R,,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 14:01:01,Data Scientist,4,2,"Python, R, Azure",65000.0,73000,62000.0,68000,Full-time employee,No,35.0,
,31.0,Male,Munich,Middle,,,C++,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:02:22,Software Engineer,9,1,Java / Scala,92500.0,22500,,,Full-time employee,No,,
,29.0,Female,Stuttgart,Middle,,,JS,,,,,,,26,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:03:04,QA Engineer,6,2,,54000.0,,,,Full-time employee,No,20.0,
,33.0,Male,Munich,Lead,,,Scala,,,,,,,30,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 14:03:07,Backend Developer,15,3,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,10000,98000.0,101,Full-time employee,No,,
,26.0,Male,Munich,Junior,,,Python,,,,,,,30,,German,,101-1000,Consulting / Agency,Unlimited contract,,,24/11/2020 14:04:28,ML Engineer,1.5,1.5,"C/C++, PyTorch",58000.0,,55000.0,,Full-time employee,No,,
,30.0,Female,Frankfurt,Senior,,,Bash,,,,,,,30,,German,,1000+,Bank ,Unlimited contract,,,24/11/2020 14:06:46,QA Engineer,6,4,"Python, Java / Scala, SQL, AWS, Azure",70000.0,2000,70000.0,2000,Full-time employee,No,,
,34.0,Male,Berlin,Senior,,,C#,,,,,,,26,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:07:23,Software Engineer,14,5,"Javascript / Typescript, .NET, SQL, AWS, Docker",72000.0,,65000.0,,Full-time employee,No,30.0,
,37.0,Male,Berlin,Head,,,Python,,,,,,,30,,English,,11-50,Consulting / Agency,Unlimited contract,,,24/11/2020 14:07:23,Team Lead,12,10,"Python, PHP, Javascript / Typescript, SQL, Docker",90000.0,,85000.0,,Full-time employee,No,,
,38.0,Male,Frankfurt,Lead,,,.Net,,,,,,,25,,English,,101-1000,Fintech,,,,24/11/2020 14:13:21,Tech Lead,16,1,"Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",99000.0,112000,,,Full-time employee,No,,
,28.0,Male,Munich,Senior,,,Network,,,,,,,30,,English,,1000+,Automotive,Unlimited contract,,,24/11/2020 14:13:25,Network Administrator,9,3,,61200.0,7300,53300.0,6200,Full-time employee,No,,
,35.0,Male,Stuttgart,Senior,,,,,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 14:14:23,Security Manager,14,8,"AWS, Google Cloud",80000.0,5000,53000.0,4000,Full-time employee,No,0.0,
,31.0,Male,Berlin,Senior,,,nothing,,,,,,,28,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:17:20,QA Engineer,10,5,Python,60000.0,77000,67500.0,,Full-time employee,No,,
,29.0,Male,Düsseldorf,Junior,,,Python,,,,,,,30,,German,,1000+,Consulting / Agency,Unlimited contract,,,24/11/2020 14:21:40,Consultant Data Analytics,1,1,,45000.0,2000,,,Full-time employee,No,,
,39.0,Male,Munich,Middle,,,"Qlik BI Tool, SQL",,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 14:24:07,BI IT Consultant,5,5,"Javascript / Typescript, SQL",56000.0,17000,53000.0,17000,Full-time employee,No,36.0,
,31.0,Female,Berlin,Middle,,,,,,,,,,27,,English,,101-1000,Startup,Temporary contract,,,24/11/2020 14:26:28,Graphic Designer,11,2,"Adobe Cloud, Sketch, 3Ds Max",32000.0,,21800.0,,Full-time employee,No,0.0,
,39.0,Male,Munich,Lead,,,PHP,,,,,,,,,English,,up to 10,Consulting / Agency,Unlimited contract,,,24/11/2020 14:28:29,Software Engineer,12,6,"Javascript / Typescript, Kubernetes, Docker",108000.0,,108000.0,,Self-employed (freelancer),No,0.0,
,29.0,Male,Munich,Senior,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:28:35,Backend Developer,8,4,SQL,95000.0,7000,74000.0,6000,Full-time employee,No,,
,36.0,Male,Nürnberg,Junior,,,Javascript,,,,,,,28,,German,,up to 10,Startup,Temporary contract,,,24/11/2020 14:29:49,Frontend Developer,1,0.5,"PHP, SQL",37500.0,,,,Full-time employee,Yes,0.0,
,33.0,Male,Berlin,Middle,,,Swift,,,,,,,29,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:30:08,iOS Developer,10,2,"Ruby, Objective C",67000.0,,66000.0,,Full-time employee,No,,500
,35.0,Male,Frankfurt,Senior,,,,,,,,,,,,English,,101-1000,Bank,Unlimited contract,,,24/11/2020 14:30:58,Banker,12,2,,100000.0,32000,,,Full-time employee,No,,
,31.0,Male,Berlin,Senior,,,Python,,,,,,,,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:31:59,Data Engineer,9,5,"Kotlin, SQL, AWS, Docker, Spark",81000.0,12150,80600.0,,Full-time employee,No,,
,38.0,Male,Berlin,Senior,,,Javascript,,,,,,,,,English,,up to 10,Startup,Unlimited contract,,,24/11/2020 14:34:00,Backend Developer,11,1,"Python, Javascript / Typescript, SQL, AWS, Docker",35000.0,,,,Founder,No,,
,37.0,Male,Berlin,Senior,,,Cloud,,,,,,,36,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:34:18,Cloud Engineer,15,3,"Python, .NET, Azure, Kubernetes, Docker",72000.0,10000,62000.0,7000,Full-time employee,Yes,0.0,
,34.0,Male,Munich,Middle,,,,,,,,,,28,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 14:34:36,Product Manager,7,"1,7",,72000.0,,72000.0,,Full-time employee,No,30.0,
,30.0,Male,Ansbach,Junior,,,PHP,,,,,,,27,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:34:38,Software Engineer,4,3,Javascript / Typescript,42000.0,,36000.0,,Full-time employee,No,,
,34.0,Male,Munich,Head,,,Blockchain,,,,,,,24,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 14:37:11,Solutions architect,14,6,"Python, Kotlin, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",95000.0,10000,85000.0,10000,Full-time employee,No,,400
,33.0,Male,Berlin,Senior,,,PHP,,,,,,,26,,English,,101-1000,,Unlimited contract,,,24/11/2020 14:37:19,Backend Developer,12,2,"SQL, Go, AWS, Docker",67000.0,,65000.0,,Full-time employee,No,0.0,
,43.0,Male,Berlin,Middle,,,Java,,,,,,,28,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:38:11,Backend Developer,5,1.5,Kotlin,64000.0,6000,63000.0,6000,Full-time employee,No,0.0,
,32.0,Female,Stuttgart,Junior,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:40:25,Stuttgart,2,2,,52000.0,4000,48000.0,,Full-time employee,No,,
,34.0,Male,Leipzig,Senior,,,Android,,,,,,,23,,English,,101-1000,Consulting / Agency,Unlimited contract,,,24/11/2020 14:42:18,Mobile Developer,14,2,"Kotlin, Java / Scala, Azure",60000.0,60000,52000.0,52000,Full-time employee,No,,
,29.0,Male,Berlin,Senior,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 14:47:18,Backend Developer,9,5,"Kotlin, SQL, Azure, Kubernetes, Docker, Mongo",85000.0,,66000.0,,Full-time employee,No,,
,37.0,Male,Berlin,Senior,,,Angular,,,,,,,30,,English,,1000+,IT Department of established business,Unlimited contract,,,24/11/2020 14:49:06,Frontend Developer,14,5,"Javascript / Typescript, Azure, Kubernetes, GraphQL",84000.0,,82000.0,,Full-time employee,No,0.0,
,41.0,Male,Munich,Senior,,,Autonomous Driving,,,,,,,33,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 14:49:52,Senior Program Manager,19,5,C/C++,123600.0,,120000.0,,Full-time employee,No,,
,33.0,Male,Mannheim,Middle,,,c#,,,,,,,28,,English,,51-100,Startup,Unlimited contract,,,24/11/2020 14:52:12,Software Engineer,6,2,.NET,49000.0,,48000.0,,Full-time employee,No,24.0,
,33.0,Female,Berlin,Middle,,,Java,,,,,,,21,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 14:54:48,QA Engineer,9,2,,57000.0,,54000.0,,Full-time employee,No,,
,40.0,Male,Munich,Lead,,,Java,,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 14:56:33,QA Engineer,18,14,"SQL, AWS, Kubernetes, Docker, Groovy",78000.0,8000,76000.0,7000,Full-time employee,No,0.0,
,38.0,Male,Munich,Senior,,,Java,,,,,,,30,,German,,101-1000,Telecommunications,Unlimited contract,,,24/11/2020 14:58:11,Backend Developer,12,12,"PHP, Javascript / Typescript, SQL",70000.0,1500,68000.0,1500,Full-time employee,No,0.0,675
,29.0,Male,Munich,Middle,,,"Js, TypeScript, Angular",,,,,,,26,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:03:12,Frontend Developer,5,"3,5",,57000.0,,57000.0,,Full-time employee,No,,
,27.0,Male,Berlin,Senior,,,go,,,,,,,30,,English,,11-50,Product,Unlimited contract,,,24/11/2020 15:04:23,Backend Developer,7,0,"SQL, Go, AWS, Kubernetes, Docker",72000.0,15000,,,Full-time employee,No,,
,39.0,Male,Berlin,Lead,,,,,,,,,,25,,English,,1000+,Product,Unlimited contract,,,24/11/2020 15:05:21,Product Manager,10,5,,120000.0,200000,120000.0,200000,Full-time employee,No,,2000
,33.0,Male,Frankfurt,Senior,,,.NET,,,,,,,,,English,,up to 10,Startup,Unlimited contract,,,24/11/2020 15:07:35,Software Engineer,10,1,"Javascript / Typescript, SQL, Azure",26400.0,,,,Self-employed (freelancer),No,,
,28.0,Male,Berlin,Senior,,,Javascript,,,,,,,,,,,,,,,,24/11/2020 15:07:35,Frontend Developer,8,5,,68000.0,,,,Full-time employee,,,
,33.0,Female,Munich,Senior,,,,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:08:28,QA Engineer,6.5,3,,58000.0,3500,55000.0,3000,Full-time employee,No,,
,38.0,Male,Munich,Lead,,,Python,,,,,,,30,,English,,51-100,Consulting / Agency,Unlimited contract,,,24/11/2020 15:09:28,ML Engineer,10,3,"SQL, AWS, Azure, Kubernetes, Docker",92000.0,101,85000.0,7000,Full-time employee,No,20.0,
,42.0,Male,Berlin,Senior,,,Python,,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 15:10:18,ML Engineer,20,20,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",80000.0,,66000.0,,Full-time employee,No,0.0,
,45.0,Female,Frankfurt,Senior,,,T-SQL,,,,,,,28,,English,,11-50,Product,Unlimited contract,,,24/11/2020 15:16:47,DB developer/Data analyst,6,0.9,,55000.0,,,,Full-time employee,No,,
,38.0,Male,Hamburg,Senior,,,Java,,,,,,,30,,English,,51-100,Product,Unlimited contract,,,24/11/2020 15:17:34,Software Engineer,12,6,"Python, Java / Scala, AWS, Docker",73000.0,7000,72000.0,0,Full-time employee,No,,
,29.0,Male,Berlin,Senior,,,,,,,,,,28,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 15:17:54,QA Engineer,9,2,"SQL, AWS, Kubernetes",62000.0,8000,55000.0,,Full-time employee,No,,
,30.0,Male,Berlin,Senior,,,Kotlin,,,,,,,30,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 15:21:19,Software Engineer,11,2,"Kotlin, .NET, SQL, AWS",55000.0,,55000.0,,Full-time employee,No,,
,32.0,Male,Berlin,Lead,,,JavaScript,,,,,,,25,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:22:10,Software Engineer,9,5,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000.0,0,75000.0,0,Full-time employee,Have been a freelancer at the beginning of year,0.0,No
,41.0,Male,Munich,Senior,,,Java,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:27:01,Backend Developer,21,3,"Kubernetes, Docker",80000.0,0,78000.0,0,Full-time employee,No,0.0,0
,34.0,Male,Berlin,Senior,,,python,,,,,,,28,,English,,1000+,Product,Unlimited contract,,,24/11/2020 15:28:50,Security Engineer,10,4,"Javascript / Typescript, AWS, Kubernetes",85000.0,25000,72000.0,0,Full-time employee,No,,No
,45.0,Male,Berlin,Lead,,,c++,,,,,,,30,,German,,1000+,Product,Unlimited contract,,,24/11/2020 15:31:46,Software Engineer,25,20,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",75000.0,20000,73000.0,20000,Full-time employee,No,,
,34.0,Male,Berlin,Middle,,,"Java, terraform",,,,,,,28,,German,,1000+,Media,Unlimited contract,,,24/11/2020 15:32:59,DevOps,6,6,"Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000.0,70000,54000.0,60000,Full-time employee,No,,
,25.0,Male,Stuttgart,Senior,,,PHP,,,,,,,26,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 15:37:24,Backend Developer,7,1,"Python, PHP, Javascript / Typescript, SQL",60000.0,,,,Full-time employee,Yes,,
,32.0,Male,Berlin,Senior,,,iOS,,,,,,,25,,English,,51-100,Product,Unlimited contract,,,24/11/2020 15:38:09,Software Engineer,12,1.5,"Swift, objective-c",66800.0,,65000.0,,Full-time employee,No,20.0,1000
,65.0,Male,Berlin,Senior,,,"Pascal, VB.NET, C#",,,,,,,30,,German,,51-100,Product,Unlimited contract,,,24/11/2020 15:39:13,Software Engineer,25,25,".NET, SQL",55000.0,,50000.0,,Full-time employee,No,,
,33.0,Male,Munich,Senior,,,Java,,,,,,,27,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:41:16,Business Analyst,10,4,SQL,70000.0,0,70000.0,850,Full-time employee,"No, but there was a salary cut at 10% for 3 months and then at 5% for further 3 months",,
,34.0,Male,Berlin,Senior,,,Python,,,,,,,27,,English,,1000+,Product,Unlimited contract,,,24/11/2020 15:41:45,ML Engineer,12,3,"Python, SQL, Google Cloud, Kubernetes, Docker",90000.0,,80000.0,,Full-time employee,No,,500
,28.0,Male,Berlin,Senior,,,PHP,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:42:31,Backend Developer,7,1,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000.0,,,,Full-time employee,No,,
,,Male,Berlin,Middle,,,SQL,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:47:19,Data Engineer,7.5,1.5,"Python, SQL, AWS, Kubernetes, Docker",68000.0,500,48000.0,0,Full-time employee,No,,
,39.0,Male,Munich,Senior,,,Oracle,,,,,,,28,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:56:31,DBA,17,5,SQL,64000.0,70000,,,Full-time employee,No,,500
,30.0,Male,Berlin,Senior,,,Ruby,,,,,,,25,,English,,11-50,Product,Unlimited contract,,,24/11/2020 15:59:02,Backend Developer,7,2,"Javascript / Typescript, SQL, Go, AWS, Docker",72000.0,0,66000.0,0,Full-time employee,No,0.0,0
,34.0,Male,Berlin,Senior,,,Java,,,,,,,25,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 15:59:17,DevOps,12,2,"Go, AWS, Kubernetes, Docker",70000.0,0,,,Full-time employee,No,,1000
,35.0,Male,Berlin,Senior,,,PHP,,,,,,,28,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 16:02:11,Support Engineer,10,4,"SQL, AWS, Docker",63500.0,63500,60000.0,60000,Full-time employee,No,,
,35.0,Female,Berlin,Middle,,,Javascript ,,,,,,,29,,English,,101-1000,E-commerce,Unlimited contract,,,24/11/2020 16:03:27,Frontend Developer,12,5,"AWS, Docker",70000.0,0,70000.0,0,Full-time employee,No,,No
,34.0,Male,Berlin,Senior,,,"Angular, React",,,,,,,40,,English,,11-50,Startup,Unlimited contract,,,24/11/2020 16:05:55,Frontend Developer,10,3,"Python, Javascript / Typescript, Docker",68000.0,0,68000.0,0,Full-time employee,No,30.0,0
,34.0,Male,Berlin,Lead,,,.net,,,,,,,36,,German,,1000+,Product,Unlimited contract,,,24/11/2020 16:06:53,Software Engineer,12,2,"Javascript / Typescript, .NET, SQL, Azure",78000.0,8000,64000.0,70000,Full-time employee,No,0.0,0
,35.0,Male,Berlin,Senior,,,Elixir,,,,,,,27,,English,,101-1000,Startup,Unlimited contract,,,24/11/2020 16:14:57,Software Engineer,8,1,Erlang,75000.0,,,,Full-time employee,,,1500
,38.0,Male,Berlin,Lead,,,Java,,,,,,,30,,English,,1000+,Product,Unlimited contract,,,24/11/2020 16:15:34,Software Engineer,13,6,Kotlin,89570.0,20240,82240.0,18000,Full-time employee,No,0.0,500
,34.0,Female,Berlin,Senior,,,Kotlin,,,,,,,30,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 16:16:41,Software Engineer,9,3,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000.0,3000,65000.0,7000,Full-time employee,No,,
,31.0,Male,Berlin,Senior,,,iOS,,,,,,,27,,English,,1000+,Product,Unlimited contract,,,24/11/2020 16:20:42,Mobile Developer,7,"3,5",Swift,80000.0,,72500.0,,Full-time employee,No,20.0,
,34.0,Male,Berlin,Senior,,,Elixir,,,,,,,30,,English,,51-100,Product,Unlimited contract,,,24/11/2020 16:26:30,Backend Developer,15,5,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000.0,70000,65000.0,65000,Full-time employee,No,,
,29.0,Female,Munich,Middle,,,"NodeJS, Typescript, AWS",,,,,,,31,,English,,101-1000,Product,Unlimited contract,,,24/11/2020 16:34:40,Software Engineer,5,4,"Javascript / Typescript, Java / Scala, AWS",67000.0,5000,65000.0,4000,Full-time employee,No,,
